RSF,QuoteDiff,RFPDiff,ATPDiff,Result,Product_ID,Quote,Customer_ID
3,-6200,3,14,0,HS4320,118200,C1
3,3500,4,14,1,HS2323,108500,C1
3,-6200,2,75,0,HS4320,118200,C1
3,-6200,0,14,0,HS4320,118200,C1
3,3500,20,14,1,HS2323,108500,C1
3,3500,3,-17,0,HS2323,108500,C1
3,-6200,0,75,0,HS4320,118200,C1
3,-10200,0,45,0,HS4320,118200,C1
3,-500,0,49,1,HS2323,108500,C1
3,3500,20,-17,0,HS2323,108500,C1
3,-10200,0,45,0,HS4320,118200,C1
3,3500,7,18,1,LS2100,88500,C1
3,19500,7,-12,1,LS2100,88500,C1
3,-500,0,45,0,HS2323,108500,C1
3,-500,0,49,1,HS2323,108500,C1
3,3500,-7,18,0,LS2100,88500,C1
3,19500,-7,-12,1,LS2100,88500,C1
3,-500,7,15,1,HS2323,108500,C1
3,-500,0,45,0,HS2323,108500,C1
3,-500,0,15,1,HS2323,108500,C1
3,2000,-20,-5,0,LS3410,94500,C1
3,-500,-14,14,1,HS2323,108500,C1
3,-500,0,14,1,HS2323,108500,C1
3,2000,0,15,1,LS3410,94500,C1
3,1500,0,9,1,HS2323,108500,C1
3,-1000,5,8,1,HS2200,106000,C1
3,-22800,3,8,0,HS2200,106000,C1
3,-22800,-30,3,0,HS2200,106000,C1
3,1500,0,9,1,HS2323,108500,C1
3,-1000,0,8,1,HS2200,106000,C1
3,-22800,0,8,0,HS2200,106000,C1
3,-4000,0,4,0,HS2200,106000,C1
3,-6500,2,0,0,HS2323,108500,C1
3,8500,5,6,1,HS2323,108500,C1
3,-1000,0,3,1,HS2200,106000,C1
3,-22800,30,3,0,HS2200,106000,C1
3,-3500,4,26,1,HS2323,108500,C1
3,-1000,0,3,1,HS2200,106000,C1
3,1700,-14,6,0,LS7620,112300,C1
3,-4000,0,4,0,HS2200,106000,C1
3,-6500,0,4,0,HS2323,108500,C1
3,8500,14,6,1,HS2323,108500,C1
3,-3500,0,26,1,HS2323,108500,C1
3,1700,14,6,0,LS7620,112300,C1
3,-16660,13,3,0,HS2323,108500,C1
3,-9200,-10,0,0,HS4320,118200,C1
3,-6200,0,3,0,HS4320,118200,C1
3,1700,4,8,1,LS7620,112300,C1
3,1700,5,8,1,LS7620,112300,C1
3,-16660,-13,3,0,HS2323,108500,C1
3,-9200,0,3,0,HS4320,118200,C1
3,-6200,0,3,0,HS4320,118200,C1
4,-5400,4,-17,0,HS4320,118200,C2
4,-5400,0,-17,0,HS4320,118200,C2
4,26500,2,15,1,LS2100,88500,C2
4,0,0,9,1,LS3410,94500,C2
4,26500,-2,15,1,LS2100,88500,C2
4,0,0,9,1,LS3410,94500,C2
4,-2100,0,9,1,LS3410,94500,C2
4,-2100,0,9,1,LS3410,94500,C2
4,2000,0,1,1,HS2200,106000,C2
4,1700,0,66,1,LS7620,112300,C2
4,1700,0,66,1,LS7620,112300,C2
4,-500,15,5,1,HS2323,108500,C2
4,-300,7,0,1,LS7620,112300,C2
4,1700,4,26,0,LS7620,112300,C2
4,-300,0,63,1,LS7620,112300,C2
4,-9200,0,4,0,HS2323,108500,C2
4,-2300,15,14,1,LS7620,112300,C2
4,1500,4,4,0,HS2323,108500,C2
4,2000,0,1,1,HS2200,106000,C2
4,-500,-15,5,0,HS2323,108500,C2
4,-2300,-15,14,1,LS7620,112300,C2
4,-300,0,14,1,LS7620,112300,C2
4,1700,0,6,1,LS7620,112300,C2
4,1700,0,6,1,LS7620,112300,C2
4,1700,0,26,1,LS7620,112300,C2
4,-2300,7,26,1,LS7620,112300,C2
4,-2300,0,26,1,LS7620,112300,C2
4,-500,0,3,1,HS2323,108500,C2
4,1700,0,3,1,LS7620,112300,C2
4,1700,2,28,1,LS7620,112300,C2
4,1500,0,4,1,HS2323,108500,C2
4,1700,0,28,1,LS7620,112300,C2
4,-500,-20,4,0,HS2323,108500,C2
4,-300,0,63,0,LS7620,112300,C2
4,-9200,0,4,1,HS2323,108500,C2
4,-500,0,3,1,HS2323,108500,C2
4,-500,0,4,1,HS2323,108500,C2
4,1700,-13,3,0,LS7620,112300,C2
4,-9700,0,3,1,HS4320,118200,C2
4,-9700,0,3,1,HS4320,118200,C2
3,-16660,0,15,0,HS2323,108500,C3
3,-9200,2,8,0,HS4320,118200,C3
3,-9200,20,14,0,HS4320,118200,C3
3,-16660,0,15,0,HS2323,108500,C3
3,-6200,0,-3,0,HS4320,118200,C3
3,-6200,-20,-17,0,HS4320,118200,C3
3,3500,0,13,1,HS2323,108500,C3
3,-6200,20,-17,0,HS4320,118200,C3
3,-6200,0,45,0,HS4320,118200,C3
3,3500,0,13,1,HS2323,108500,C3
3,-6200,7,18,0,HS4320,118200,C3
3,3500,7,-12,0,HS2323,108500,C3
3,-10200,7,10,0,HS4320,118200,C3
3,-500,0,15,1,HS2323,108500,C3
3,-6200,-7,18,0,HS4320,118200,C3
3,3500,-7,-12,0,HS2323,108500,C3
3,3500,0,-3,0,LS2100,88500,C3
3,-10200,-7,105,0,HS4320,118200,C3
3,19500,2,14,1,LS2100,88500,C3
3,-500,0,1,1,HS2323,108500,C3
3,-500,0,15,1,HS2323,108500,C3
3,3500,0,-3,0,LS2100,88500,C3
3,19500,0,14,1,LS2100,88500,C3
3,-500,7,0,1,HS2323,108500,C3
3,-500,-7,-11,0,HS2323,108500,C3
3,-500,0,15,1,HS2323,108500,C3
3,-500,5,16,1,HS2323,108500,C3
3,2000,0,0,1,LS3410,94500,C3
3,-500,0,16,1,HS2323,108500,C3
3,2000,0,38,1,LS3410,94500,C3
3,1500,7,8,1,HS2323,108500,C3
3,1500,0,8,1,HS2323,108500,C3
3,-14800,0,4,0,HS2200,98000,C3
3,-1000,-10,5,0,HS2200,106000,C3
3,-1000,-30,3,1,HS2200,106000,C3
3,-6500,2,26,0,HS2323,108500,C3
3,-1000,30,3,1,HS2200,106000,C3
3,-22800,0,4,0,HS2200,106000,C3
3,-22800,0,4,0,HS2200,106000,C3
3,-14800,0,4,1,HS2200,98000,C3
3,-1000,30,5,1,HS2200,106000,C3
3,8500,3,-3,1,HS2323,108500,C3
3,-4000,0,-16,0,HS2200,106000,C3
3,-4000,0,-16,0,HS2200,106000,C3
3,-6500,0,26,0,HS2323,108500,C3
3,1700,-5,8,0,LS7620,112300,C3
3,-3500,-5,3,0,HS2323,108500,C3
3,1700,-5,8,1,LS7620,112300,C3
3,8500,5,-3,1,HS2323,108500,C3
3,1700,5,8,0,LS7620,112300,C3
3,-3500,5,3,1,HS2323,108500,C3
3,1700,5,8,1,LS7620,112300,C3
4,-500,7,15,1,HS2323,108500,C4
4,-500,10,15,1,HS2323,108500,C4
4,-3200,0,-17,0,HS4320,118200,C4
4,3500,0,13,0,LS2100,88500,C4
4,-8200,5,15,1,HS4320,118200,C4
4,-3200,0,-17,0,HS4320,118200,C4
4,-8200,0,15,1,HS4320,118200,C4
4,3500,0,13,0,LS2100,88500,C4
4,3500,10,44,1,LS2100,88500,C4
4,13900,0,15,1,LS2100,88500,C4
4,13900,-10,-15,0,LS2100,88500,C4
4,-10200,7,-5,0,HS4320,118200,C4
4,3500,-10,44,1,LS2100,88500,C4
4,-300,10,14,1,HS2323,108500,C4
4,-10200,-7,-5,0,HS4320,118200,C4
4,-3200,7,-5,1,HS4320,118200,C4
4,13900,0,15,1,LS2100,88500,C4
4,1100,0,8,1,LS3410,94500,C4
4,13900,0,-15,0,LS2100,88500,C4
4,-300,-10,14,1,HS2323,108500,C4
4,-3200,-7,-5,0,HS4320,118200,C4
4,-300,0,16,1,HS2323,108500,C4
4,7000,-14,69,1,HS2200,106000,C4
4,-300,0,16,1,HS2323,108500,C4
4,4100,0,9,1,LS3410,94500,C4
4,2860,0,8,1,LS3410,94500,C4
4,7800,0,8,1,LS3410,94500,C4
4,1100,0,8,1,LS3410,94500,C4
4,4100,0,9,1,LS3410,94500,C4
4,-500,0,-2,0,HS2323,108500,C4
4,-500,0,-2,0,HS2323,108500,C4
4,2860,0,8,1,LS3410,94500,C4
4,7800,0,8,1,LS3410,94500,C4
4,-500,0,8,1,HS2323,108500,C4
4,-500,0,8,1,HS2323,108500,C4
4,0,0,9,1,LS3410,94500,C4
4,7000,14,69,1,HS2200,106000,C4
4,-1000,0,5,1,HS2200,106000,C4
4,17500,2,2,1,LS3410,94500,C4
4,-7500,5,35,0,HS2200,106000,C4
4,-3500,5,3,0,HS2323,108500,C4
4,-1000,0,-14,0,HS2200,106000,C4
4,-2300,0,2,1,LS7620,112300,C4
4,7500,0,0,1,LS3410,94500,C4
4,7500,0,-11,0,LS3410,94500,C4
4,10500,2,1,1,LS3410,94500,C4
4,-14160,5,5,0,HS2200,106000,C4
4,0,0,9,1,LS3410,94500,C4
4,-3500,0,2,1,HS2323,108500,C4
4,-3500,3,0,0,HS2323,108500,C4
4,-3500,0,3,0,HS2323,108500,C4
4,-1000,0,-14,0,HS2200,106000,C4
4,500,14,35,1,HS2200,98000,C4
4,-2300,0,2,1,LS7620,112300,C4
4,-3600,2,2,1,HS2200,106000,C4
4,1500,0,2,1,HS2323,108500,C4
4,-3500,0,-10,0,HS2323,108500,C4
4,1700,0,-7,1,LS7620,112300,C4
4,10500,-2,1,0,LS3410,94500,C4
4,3500,0,5,1,HS2323,108500,C4
4,-14160,0,5,1,HS2200,106000,C4
4,-1000,0,5,1,HS2200,106000,C4
4,3500,0,5,1,HS2323,108500,C4
4,17500,-2,2,1,LS3410,94500,C4
4,-3600,0,2,0,HS2200,106000,C4
4,-3600,-14,2,0,HS2200,106000,C4
4,-3500,0,2,1,HS2323,108500,C4
4,-3600,0,2,1,HS2200,106000,C4
4,-3500,0,2,0,HS2323,108500,C4
4,-2300,4,-17,0,LS7620,112300,C4
4,-3500,0,-14,0,HS2323,108500,C4
4,-2300,7,-5,0,LS7620,112300,C4
4,-500,2,-7,1,HS2323,108500,C4
4,-4300,3,3,1,LS7620,112300,C4
4,2000,8,-7,0,HS2200,106000,C4
4,-2300,0,-17,0,LS7620,112300,C4
4,-500,0,-30,0,HS2323,108500,C4
4,1700,0,-7,1,LS7620,112300,C4
4,1700,0,-7,0,LS7620,112300,C4
4,-500,0,4,0,HS2323,108500,C4
4,-2300,0,-17,0,LS7620,112300,C4
4,-500,-8,-7,1,HS2323,108500,C4
4,-4300,0,3,0,LS7620,112300,C4
4,1500,0,2,1,HS2323,108500,C4
4,2000,-8,-7,0,HS2200,106000,C4
4,1700,0,-7,0,LS7620,112300,C4
4,-3200,-4,75,0,HS4320,118200,C5
4,-8200,-20,15,1,HS4320,118200,C5
4,-3200,-10,75,0,HS4320,118200,C5
4,-8200,20,15,1,HS4320,118200,C5
4,3500,0,32,0,LS2100,88500,C5
4,-10200,2,13,0,HS4320,118200,C5
4,3500,0,15,1,LS2100,88500,C5
4,3500,0,15,1,LS2100,88500,C5
4,3500,0,75,1,LS2100,88500,C5
4,-10200,0,13,1,HS4320,118200,C5
4,13900,10,44,1,LS2100,88500,C5
4,13900,0,45,1,LS2100,88500,C5
4,-300,0,75,1,HS2323,108500,C5
4,-3200,7,-5,1,HS4320,118200,C5
4,13900,-10,44,0,LS2100,88500,C5
4,13900,0,45,1,LS2100,88500,C5
4,-300,0,75,1,HS2323,108500,C5
4,1100,0,15,1,LS3410,94500,C5
4,4100,0,-15,1,LS3410,94500,C5
4,-3200,-7,-5,1,HS4320,118200,C5
4,-300,0,19,1,HS2323,108500,C5
4,7800,0,16,1,LS3410,94500,C5
4,-300,0,19,1,HS2323,108500,C5
4,1100,0,15,1,LS3410,94500,C5
4,4100,0,-15,1,LS3410,94500,C5
4,-500,10,6,0,HS2323,108500,C5
4,-500,-10,14,1,HS2323,108500,C5
4,2860,7,-5,1,LS3410,94500,C5
4,2860,-7,-5,1,LS3410,94500,C5
4,7800,0,16,1,LS3410,94500,C5
4,-500,0,8,1,HS2323,108500,C5
4,7000,0,8,1,HS2200,106000,C5
4,7500,0,11,1,LS3410,94500,C5
4,-7500,3,69,0,HS2200,106000,C5
4,-500,0,8,1,HS2323,108500,C5
4,0,0,8,1,LS3410,94500,C5
4,7000,0,8,1,HS2200,106000,C5
4,7500,0,38,1,LS3410,94500,C5
4,-2300,-20,-3,0,LS7620,112300,C5
4,-1000,0,0,0,HS2200,106000,C5
4,-7500,14,69,1,HS2200,106000,C5
4,-1000,0,-16,0,HS2200,106000,C5
4,0,0,8,1,LS3410,94500,C5
4,-2300,-14,-96,0,LS7620,112300,C5
4,-1000,0,2,1,HS2200,106000,C5
4,-3500,0,-11,0,HS2323,108500,C5
4,10500,0,9,1,LS3410,94500,C5
4,-500,0,-17,1,HS2323,108500,C5
4,-2300,0,-3,1,LS7620,112300,C5
4,3500,0,-14,1,HS2323,108500,C5
4,17500,0,3,1,LS3410,94500,C5
4,-3600,2,2,0,HS2200,106000,C5
4,-3600,3,-8,1,HS2200,106000,C5
4,-3500,2,5,0,HS2323,108500,C5
4,10500,0,9,1,LS3410,94500,C5
4,-14160,-14,22,0,HS2200,106000,C5
4,-14160,14,35,0,HS2200,106000,C5
4,-500,0,-14,0,HS2323,108500,C5
4,3500,0,-14,1,HS2323,108500,C5
4,17500,0,3,1,LS3410,94500,C5
4,-3500,4,5,1,HS2323,108500,C5
4,-1000,0,2,1,HS2200,106000,C5
4,-2300,4,2,1,LS7620,112300,C5
4,-3500,2,1,1,HS2323,108500,C5
4,-3500,-2,1,1,HS2323,108500,C5
4,1700,7,2,1,LS7620,112300,C5
4,-3600,-2,2,0,HS2200,106000,C5
4,-3600,0,5,1,HS2200,106000,C5
4,-3500,0,5,0,HS2323,108500,C5
4,-3500,0,5,0,HS2323,108500,C5
4,-2300,0,2,0,LS7620,112300,C5
4,1700,0,2,1,LS7620,112300,C5
4,-2300,0,-96,0,LS7620,112300,C5
4,-500,0,-14,0,HS2323,108500,C5
4,-4300,3,0,0,LS7620,112300,C5
4,2000,0,3,1,HS2200,106000,C5
4,1700,0,-20,0,LS7620,112300,C5
4,-500,-5,8,1,HS2323,108500,C5
4,-500,0,-17,1,HS2323,108500,C5
4,1500,8,-7,1,HS2323,108500,C5
4,-4300,0,-17,0,LS7620,112300,C5
4,1500,-8,-7,1,HS2323,108500,C5
4,2000,0,3,1,HS2200,106000,C5
4,1700,0,3,1,LS7620,112300,C5
4,-500,5,8,1,HS2323,108500,C5
1,-3500,5,10,0,HS2323,108500,C6
1,-3500,0,13,0,HS2323,108500,C6
1,-1000,-4,9,0,HS2200,106000,C6
1,-1000,4,9,0,HS2200,106000,C6
1,13900,0,-58,0,LS2100,88500,C6
1,3500,0,27,0,HS2323,108500,C6
1,13900,0,-58,0,LS2100,88500,C6
1,3500,0,27,0,HS2323,108500,C6
1,13900,0,15,0,LS2100,88500,C8
1,13900,0,15,1,LS2100,88500,C8
1,3500,0,15,0,HS2323,108500,C8
1,3500,0,15,0,HS2323,108500,C8
1,-3500,-10,-2,0,HS2323,108500,C8
1,-3500,0,36,0,HS2323,108500,C8
1,-1000,2,-4,0,HS2200,106000,C8
1,-1000,0,-4,0,HS2200,106000,C8
4,-9200,-14,14,0,HS2323,108500,C9
4,-9700,3,3,0,HS4320,118200,C9
4,-9200,0,14,1,HS2323,108500,C9
4,-9700,0,15,0,HS4320,118200,C9
4,-5400,4,15,1,HS4320,118200,C9
4,-5400,0,15,1,HS4320,118200,C9
4,0,0,9,1,LS3410,94500,C9
4,26500,0,16,1,LS2100,88500,C9
4,26500,0,16,1,LS2100,88500,C9
4,0,0,9,1,LS3410,94500,C9
4,-2100,7,-3,0,LS3410,94500,C9
4,-2100,0,-3,1,LS3410,94500,C9
4,2000,0,26,1,HS2200,106000,C9
4,1700,2,3,1,LS7620,112300,C9
4,-500,0,5,1,HS2323,108500,C9
4,1700,0,3,1,LS7620,112300,C9
4,1700,4,3,1,LS7620,112300,C9
4,-300,0,28,1,LS7620,112300,C9
4,1700,3,4,1,LS7620,112300,C9
4,2000,0,26,1,HS2200,106000,C9
4,-2300,2,4,1,LS7620,112300,C9
4,-500,0,26,1,HS2323,108500,C9
4,1700,0,5,0,LS7620,112300,C9
4,-2300,-14,4,0,LS7620,112300,C9
4,-300,0,3,0,LS7620,112300,C9
4,-500,0,3,1,HS2323,108500,C9
4,-2300,0,4,1,LS7620,112300,C9
4,-300,0,28,1,LS7620,112300,C9
4,-500,0,28,1,HS2323,108500,C9
4,1700,-10,3,0,LS7620,112300,C9
4,1700,0,4,1,LS7620,112300,C9
4,1500,0,63,1,HS2323,108500,C9
4,1700,0,63,1,LS7620,112300,C9
4,-2300,0,4,1,LS7620,112300,C9
4,1500,0,63,1,HS2323,108500,C9
4,1700,0,3,1,LS7620,112300,C9
4,-300,0,3,1,LS7620,112300,C9
4,-500,0,3,1,HS2323,108500,C9
4,-500,0,28,1,HS2323,108500,C9
4,1700,0,3,1,LS7620,112300,C9
3,3340,4,15,1,LS2100,88500,C1
3,3340,0,15,1,LS2100,88500,C1
3,-16660,0,13,0,HS2323,108500,C1
3,-16660,0,13,0,HS2323,108500,C1
3,3800,7,-20,0,LS2100,88500,C1
3,26500,3,-6,1,LS2100,88500,C1
3,4100,-14,7,0,LS3410,94500,C1
3,3800,-7,105,0,LS2100,88500,C1
3,26500,0,24,1,LS2100,88500,C1
3,-2660,0,0,0,LS3410,94500,C1
3,4100,0,7,1,LS3410,94500,C1
3,0,-20,8,0,LS3410,94500,C1
3,-2660,0,16,0,LS3410,94500,C1
3,8500,0,38,1,HS2323,108500,C1
3,0,0,8,1,LS3410,94500,C1
3,0,5,-11,0,HS2323,108500,C1
3,-2300,0,8,1,LS7620,112300,C1
3,8500,0,38,1,HS2323,108500,C1
3,0,0,-11,0,HS2323,108500,C1
3,-2300,0,8,1,LS7620,112300,C1
3,-2300,4,-2,0,LS7620,112300,C1
3,-1000,0,-11,1,HS2200,106000,C1
3,-1000,0,8,1,HS2200,106000,C1
3,-1000,0,8,1,HS2200,106000,C1
3,-1000,0,-11,1,HS2200,106000,C1
